transaction_id,user_id,transaction_amount,transaction_date,is_foreign_transaction,transaction_type
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,417,5365.82,2023-01-22,0,cash withdrawal
663f1c97-9562-49f0-a5d7-b8756dadd6c7,145,5801.31,2022-10-27,1,cash withdrawal
2369b584-ff5e-4ff0-bf50-bde4382567b8,581,9464.49,2022-12-23,0,cash withdrawal
0c0fd195-c17a-408a-9745-d6d87e570ddf,989,6723.37,2023-05-09,0,refund
28f49481-a0a0-4dc4-a720-9bdf1c11f735,118,2472.4,2023-04-12,1,cash withdrawal
10435a10-98ae-4334-ac12-ace8ae340454,978,2198.85,2022-11-05,1,cash withdrawal
77d21e02-ff01-4f99-988c-24c961b1cd22,835,1500.09,2022-12-31,1,purchase
dc5c0eed-8da0-465b-b898-97b9405cacec,356,3864.38,2022-06-13,0,cash withdrawal
ae849217-1d53-434b-b881-39b9ae270da7,452,4834.67,2023-05-18,1,cash withdrawal
c4c2e2e3-444e-47c8-8039-87108976e334,888,3585.57,2023-02-12,0,cash withdrawal
6f4cc69a-4b22-4308-9c8e-aee95715bd6f,274,9761.42,2022-08-09,1,cash withdrawal
b8db0672-f42d-47cc-80d4-af5974273ca3,791,3982.23,2023-05-15,1,refund
8026695f-f8cd-488b-836d-76e2b83cfe0b,559,8245.31,2023-03-31,1,refund
1b3dbd5c-e9a1-4a6f-81f7-6d1c2dbc2134,132,2631.72,2023-05-13,0,cash withdrawal
a39231a7-d777-4477-8c66-e0a8a013ac6e,702,6056.27,2022-12-23,0,purchase
5fb8d16c-2720-497d-b2eb-d6899be578c7,770,3206.31,2023-04-01,0,refund
c754108f-f418-4f3f-8a14-be62295b4715,669,8364.09,2023-06-02,0,refund
99546eb4-0025-4ad1-ab22-63dd87c5421e,591,5186.29,2022-10-12,1,cash withdrawal
edd96831-1ca3-4cfb-84fc-6d827d154385,526,4442.18,2022-10-27,1,cash withdrawal
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,466,3210.28,2022-10-06,0,refund
e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,708,1985.92,2023-01-15,0,cash withdrawal
bb5e4bcf-15ed-4269-9429-6c07f26b4776,485,1956.63,2022-12-14,0,cash withdrawal
c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,442,6080.25,2023-01-01,0,cash withdrawal
a8e56e0c-20de-435d-a031-d750c40db9b4,854,7388.38,2022-12-10,1,refund
43dac043-2a45-42ab-8cbf-edb0f264accc,65,6195.17,2022-12-30,0,cash withdrawal
f6e07cc0-6c52-449f-9b49-bd26df57c59a,939,1252.6,2022-08-30,1,refund
badcc32a-c159-4f53-8a0f-4efbedcd465e,443,9620.03,2023-03-03,1,refund
66245bfa-4fcc-439a-b683-d2e6337ea2df,699,1072.96,2023-02-24,0,purchase
e64d1bcb-7027-43a1-9f98-7c71a65e688e,450,9637.77,2022-12-27,1,refund
3985c3cf-3f76-4e1d-9efa-21977394988f,977,5901.85,2022-07-03,0,refund
8dcdcd03-969b-4662-8562-8059568cc69b,631,4638.53,2022-09-06,1,cash withdrawal
122c9a56-01d7-4256-b860-2ab696a402f2,459,2310.85,2023-03-10,1,purchase
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,925,1453.71,2023-05-26,1,refund
1223b513-5496-463c-9c11-10c1080aadfb,773,5562.4,2022-12-25,0,cash withdrawal
7c441fe7-ab42-40a7-874a-493b3ceddf2d,654,9372.54,2022-08-31,0,cash withdrawal
ef7ddc76-b92d-422b-a1df-306f8a0b3c33,131,8111.07,2023-05-17,0,purchase
3e351128-7900-47f9-9382-9b43922fe15a,514,8913.6,2023-04-09,0,purchase
30beb45f-6835-44f2-8eb8-1f9d7914c120,251,5194.49,2022-07-15,0,cash withdrawal
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,415,5113.43,2022-11-20,1,refund
baa4b71a-dd24-47ac-b78e-edb3693dffbc,271,8782.24,2022-06-30,0,refund
a56c0941-fbf2-4050-a748-dbcfac619e63,254,7341.38,2022-07-17,1,cash withdrawal
56dc8907-ba6c-44ab-a712-303a0f844fef,611,8983.58,2023-04-15,1,cash withdrawal
310c0c00-3fa7-4104-9bf9-0e27dc96925e,577,5159.51,2022-08-21,0,refund
6c006f61-23e2-4cb4-b2d8-567d894a05e4,723,9289.45,2022-08-19,1,cash withdrawal
dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,556,2937.49,2023-06-02,1,cash withdrawal
dc815fe7-ceda-4bbb-b171-0434134c6c92,584,7298.61,2023-05-07,1,cash withdrawal
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,297,3772.77,2023-01-04,0,refund
17e011b7-f810-4383-83c7-2ba8d605e770,561,4060.03,2023-06-03,0,purchase
2a935d62-3c83-4dc0-9944-1fa5c0e9ab30,468,4863.32,2022-11-13,1,purchase
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,458,258.78,2022-11-11,1,cash withdrawal
610461e3-2a25-4888-8f02-bad0e7067ef4,792,6995.95,2022-06-09,1,refund
ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,181,3626.22,2023-04-09,1,purchase
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,783,1369.54,2023-03-06,1,cash withdrawal
c88a618e-fed4-457d-bb02-6576f512c4c3,674,8790.86,2023-01-10,0,purchase
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,798,8057.31,2022-08-21,1,refund
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,531,2898.83,2023-01-19,1,cash withdrawal
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,375,3440.96,2022-10-08,0,purchase
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,363,6603.79,2022-12-21,0,cash withdrawal
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,427,6913.79,2022-07-01,0,purchase
d9f195d0-1482-4f53-8201-0c62f5f59b22,711,3310.56,2022-08-20,0,cash withdrawal
acdabacc-1165-4210-9854-3881118a9d29,10,1630.24,2023-05-09,0,refund
f10c718b-1eb0-438a-a75d-d5af3c365296,900,5584.81,2023-05-20,1,refund
98326856-9434-4a03-bf07-f81491d63f78,278,3857.09,2022-06-24,1,cash withdrawal
a8499b92-6b52-42e3-94fc-dd549e8fc965,601,1130.97,2023-01-21,1,purchase
ef48e8d5-50fd-4d3f-85d5-169590b2b633,670,2794.93,2022-09-18,1,purchase
506e5a9a-b758-488d-ab73-295b344a54b8,862,9106.04,2022-09-09,0,cash withdrawal
abf3e3fc-2181-4d25-a552-38a643ff5011,734,7709.82,2023-02-14,0,refund
edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,349,3211.94,2023-03-27,1,cash withdrawal
75523327-0262-4f73-9292-2f83ef8c485b,264,3847.41,2023-02-05,1,refund
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,775,7328.12,2022-07-07,1,refund
43e42caf-8181-48cc-b691-47eb89a2688b,891,2660.82,2022-07-30,0,purchase
119c4ea3-e180-4081-9958-a499eeea163e,693,4547.12,2023-05-16,1,purchase
286218b8-48f4-4f12-9e99-53d23e896c64,201,2430.95,2022-11-26,0,cash withdrawal
4d71c366-b41b-4143-8b10-550cd5704f32,977,6719.93,2023-02-01,0,refund
a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,657,5945.84,2022-12-31,0,refund
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,826,9365.94,2022-10-03,0,purchase
f05db76e-1a84-451a-a9d3-d7c7ee87905e,160,8548.9,2023-05-16,0,purchase
e3c43657-1d8c-4bac-83b4-09ef2260e70f,156,7965.06,2022-07-20,1,cash withdrawal
45b89cd9-27cb-4f2a-8da0-1097be0f051b,705,3012.94,2022-09-26,0,cash withdrawal
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,70,2064.31,2022-08-27,1,refund
439472e6-da58-4e8a-a25d-6b29afffcfd2,110,2151.35,2022-12-22,0,cash withdrawal
e87d1c78-e7c4-41c7-8049-7b717d106c60,806,47.33,2023-05-03,0,purchase
6c6f7633-a260-4723-97a0-df490d01280f,693,755.95,2023-04-27,0,purchase
5563f616-00e8-4ece-8b49-452d46d483f3,895,8821.32,2023-04-04,1,purchase
430f801d-fad4-49e2-a319-dcb4217d65a0,975,5403.06,2022-08-10,1,refund
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,81,6047.34,2022-11-22,1,purchase
13432e61-1ca3-4448-8279-b6a68f9797b0,139,672.3,2023-05-17,0,purchase
8babce3b-2628-4bfb-a767-dceab0e6a969,903,1947.06,2022-06-22,1,purchase
8d7248e2-951f-48d0-9e84-f058d5a804eb,345,9197.05,2022-08-05,0,cash withdrawal
4eea04e7-0ab5-4bde-a0a0-45026e068097,336,502.45,2022-10-28,1,cash withdrawal
f8e1daa7-cbce-4bde-aede-db07e623a689,76,8484.45,2023-05-09,1,purchase
35c7936c-5b99-42c6-a61f-ecc00a368ce7,521,8183.63,2023-02-28,0,cash withdrawal
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,275,9895.05,2023-04-07,1,purchase
6808593f-dfed-4c43-a256-a6dc8f5486b7,604,3104.19,2023-02-05,0,purchase
ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,26,2645.12,2022-09-08,0,cash withdrawal
ccc56569-f9e8-4369-a999-b735dd56cc94,540,1904.56,2023-04-19,0,purchase
0658663a-698c-406f-a1a4-7e102d534dd0,291,7253.82,2022-08-17,0,cash withdrawal
c84a7b28-550a-4b46-acab-3301bc8f7d29,769,9380.39,2023-06-05,1,purchase
dd334cc7-ab7f-489a-8d5f-4822696608aa,38,7793.85,2023-03-21,0,purchase
28c13091-444d-410b-bf87-e362cf8d446a,127,4086.91,2023-04-10,1,cash withdrawal
df465290-61ee-411a-9bac-27a7b386f7a4,84,626.43,2022-06-24,1,purchase
33173470-38f1-4a81-b87f-2425dbccc477,813,1054.38,2023-04-22,1,refund
4e20fd1a-5983-46e3-b5d6-6ed4eb1fa9f2,56,1629.16,2023-04-23,0,purchase
39118497-3a43-42ba-9f0f-06cbcb9bc326,794,1517.38,2022-06-18,0,refund
5408f9ac-6601-4dd0-b170-f437a8f7ef5a,194,5689.7,2022-09-25,0,cash withdrawal
c5f8bc16-f786-4b50-91c5-8ef0dd463c09,281,5530.73,2022-09-25,0,purchase
6651529e-8268-490b-a438-25b559e4b671,558,8500.98,2023-02-27,1,cash withdrawal
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,994,7622.06,2023-06-08,0,refund
f86c2ca2-e085-46db-9d87-09660710d430,51,5428.36,2022-09-18,0,purchase
fbc9f87a-f668-4617-94a1-875d2db69edb,809,461.23,2022-09-20,1,refund
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,243,5728.04,2022-10-21,1,cash withdrawal
6fb78271-504d-481f-8953-5b63ba81edd9,994,1361.2,2023-01-30,1,purchase
629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f,611,6372.62,2023-05-24,0,refund
0b5cea6a-4135-4e8c-b0a9-00ad939b462d,639,5377.43,2023-03-11,0,purchase
ecf27e76-8519-4ff4-806e-d6e36fa17735,815,7928.22,2023-04-18,1,cash withdrawal
f0b5156b-b82c-4074-afd5-dea589d7fd6c,454,1267.56,2023-03-24,1,refund
5d3d9e56-3270-44fa-abae-4f43bcae8081,767,4743.26,2022-11-23,1,refund
ebb7a385-aa0b-4b14-b2e9-702d11e9cdaa,70,4447.18,2022-10-15,1,purchase
d9178793-a9d3-42e6-905c-c6869f871ce7,268,3528.08,2022-07-27,1,refund
81d2c7de-4ce1-4b90-a669-7833b841d0a0,130,8833.24,2022-10-07,0,refund
6703b636-5380-4904-a88c-7015aab97e49,515,711.57,2023-03-06,0,purchase
311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,349,1428.31,2022-11-19,0,refund
ad64b56c-610f-4a3f-b0bb-ac67aa38d0a1,882,5749.79,2023-03-26,0,purchase
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,285,7861.58,2022-10-03,1,purchase
001a9a8b-d56f-4350-8c45-9ce267f48ad5,951,8876.98,2022-10-05,1,purchase
c9277d9b-6e0d-4648-b5ce-884149732d6c,655,1367.73,2023-01-20,1,cash withdrawal
77097749-527e-4cfa-a79a-c9aa9b4e2c24,291,93.39,2022-11-27,1,purchase
82dc4c8e-36b5-429a-acf5-e81e71316269,695,4988.0,2022-12-09,1,cash withdrawal
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,559,2001.13,2023-03-21,1,refund
48a639d0-15b5-4908-a8aa-71582b70e525,309,3229.42,2022-12-26,1,cash withdrawal
55cee5db-9e87-404c-a208-6977a9f25336,233,3214.47,2022-07-15,1,refund
3c20592f-c04a-46c4-b3b6-3fe1d1843324,433,7949.6,2023-02-25,1,cash withdrawal
32fa2de8-ce7a-47f6-b982-0cff4f77a665,537,8347.79,2022-08-05,0,cash withdrawal
fbe33b24-3eae-4032-8bd4-a9900640be0f,900,7105.9,2022-12-10,1,purchase
12a4def0-c4bb-47a9-9988-68dd9c7c7377,630,7335.52,2022-12-02,1,purchase
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,866,1352.63,2022-08-23,0,refund
7e8f8095-624c-49b6-b244-45a7b7e58481,267,7777.31,2022-11-11,1,cash withdrawal
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,149,1660.19,2022-06-11,1,purchase
c521bf2d-dc45-4539-803f-3538e4855aa1,565,7727.22,2023-05-18,0,purchase
3805f907-6cd6-4193-8746-8f591b494e15,248,5057.07,2022-08-16,1,purchase
8498e113-b227-462c-b53d-4330cdda24ba,784,8936.1,2022-12-06,1,refund
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,832,7687.47,2023-05-04,1,cash withdrawal
cd29a36f-2222-42e1-b4da-aebf1f115b76,365,2891.84,2022-12-06,0,refund
8f15ba58-fce6-4504-87f8-424daae65fc1,730,5546.16,2023-01-26,1,purchase
e4347d51-c158-4092-b335-cba3513a7052,732,6088.4,2022-11-27,0,cash withdrawal
e45b712e-b822-4688-90a4-44329cd6c852,320,1510.08,2022-12-22,1,purchase
8c41561b-e827-41b9-94a0-2e536d3ee1dc,905,6887.62,2022-11-29,0,purchase
dc8aee30-be60-43f7-a8be-9288e5af6e39,258,5502.77,2022-12-10,1,cash withdrawal
3f4b1a70-c074-418e-825a-609f7337c599,242,3115.68,2023-05-01,1,cash withdrawal
c715b2b9-c40c-4d91-86fd-e062a33dc7af,872,9973.21,2022-12-28,0,purchase
464c04af-3d3f-4799-a072-95e97c0e8cd8,577,7901.95,2022-11-26,0,refund
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,786,945.47,2022-09-22,1,refund
8a476a87-e49d-481d-91d8-7c6455fa1ab8,908,5169.35,2022-07-10,0,purchase
620e99d3-3b33-43d8-a69c-d696236c7b87,496,6415.03,2023-03-05,1,refund
10714d51-36c5-4dac-b4d7-e28e271e3ee2,824,3017.12,2022-11-17,1,cash withdrawal
7746d0ba-8ae8-405b-94b4-a48268586eba,647,3263.12,2022-11-17,1,purchase
6b8e869f-d538-4b0e-b4f3-193c0ff0a55c,655,41.21,2022-11-07,1,purchase
f2311f17-9586-4a76-8511-55ffe7a37e81,154,9881.72,2023-03-06,1,purchase
c3fe0183-e172-4725-9b52-ca5805000bc6,890,6928.38,2023-01-18,1,refund
f1578470-0182-47c4-ba1b-58066160a6b4,794,7031.24,2022-10-23,0,purchase
da7b9095-63d6-4a39-80e3-befd4c71e0fe,771,8731.28,2023-05-21,0,refund
89c8d2ab-6b44-4a8d-95f2-5073f41402b1,985,4184.44,2023-03-26,0,purchase
9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,536,3965.22,2023-05-23,1,cash withdrawal
45df16b6-382c-443f-bcfc-9b793875394c,744,7630.0,2022-11-25,0,purchase
560c95ee-638c-454c-876e-2bba7c5308bf,835,1244.31,2023-02-23,1,purchase
b963f37f-6781-4c1f-8c53-0e36addc3e13,825,5763.11,2022-08-12,1,refund
20ac3703-eb67-446a-b7a6-e17cd72b6108,715,4751.23,2023-02-05,0,refund
64de82e6-e82c-4d7b-86e7-45f988bc539c,777,5389.17,2023-01-24,1,refund
157d94a1-06f0-48ff-a9ba-5a27907bfe36,508,3643.08,2023-02-13,0,cash withdrawal
7631de9d-dde9-4863-a2bd-33886db99102,667,8147.5,2022-08-18,1,cash withdrawal
53cd6268-610c-4373-8299-9aa40cdf742b,856,2505.59,2022-08-30,0,cash withdrawal
c2dff335-5666-4f9f-93ac-2ab974672cd9,375,152.48,2023-05-16,0,purchase
f3821cfd-c083-473a-873b-d358610e6a64,987,2451.0,2023-04-28,0,purchase
14f7ce8d-d5bc-48d0-8094-dded6bebac31,904,4443.36,2022-12-08,1,purchase
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,485,7760.59,2022-10-22,1,cash withdrawal
c7fee39f-1190-4938-a66f-d7f739669fa7,407,3358.92,2023-02-17,1,purchase
f319c125-07f1-44f9-8115-6d6d0a4e5b70,20,8078.66,2022-09-13,0,cash withdrawal
9f0fda8d-0537-4ff6-96d7-b3b833094d35,248,1415.69,2022-08-07,1,purchase
ab61a7b1-793b-4c32-a050-04943d114802,444,2677.95,2022-07-23,1,cash withdrawal
770c7798-37cc-463b-b2a0-345990604f62,424,759.96,2023-03-07,1,cash withdrawal
2af43ab7-5e6f-4a07-8453-6f1d41992fdf,175,4279.13,2023-01-30,0,purchase
b7e6427c-bf78-4e3f-b6b7-51f79b749245,806,3288.4,2022-07-23,0,purchase
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,990,7024.53,2022-10-07,1,cash withdrawal
edcb8cb6-0692-4c63-9424-aed51bac5c15,523,8146.08,2022-10-08,0,refund
f54ad0a2-e874-46d7-ad66-a1bd93676a02,659,1600.64,2022-11-01,1,refund
32c5bd89-b70b-4420-b104-3785658b2523,143,1343.17,2022-07-08,1,purchase
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,177,7479.23,2022-09-11,1,cash withdrawal
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,48,38.8,2023-05-05,1,refund
1efd76e9-ce37-44af-99b4-9350af2b99b4,367,7411.47,2023-04-14,1,purchase
0a8381be-c85a-4a46-90e0-f4a0fbdd3933,666,3290.91,2022-10-21,1,cash withdrawal
5eddbbbf-a959-4663-adaa-2e688861fe18,849,277.69,2022-07-05,1,cash withdrawal
033d2bce-575a-4d2c-a5c5-650c8186a576,381,8509.5,2023-05-04,1,cash withdrawal
1b049863-7d7d-4bed-9284-476c6b88f83d,162,8736.34,2022-11-24,0,purchase
e43e4288-a2b5-4498-9cb8-5aedf5f62c97,999,4901.97,2023-04-26,1,refund
6f7c15ea-272a-4d8e-b512-2df875b17a55,356,4447.19,2022-08-16,0,purchase
a6846099-f729-4951-8591-31d2bbda0242,877,540.34,2022-09-21,1,cash withdrawal
89c5b31a-eb6c-4016-8ee6-24d09dac6e83,576,3032.2,2023-04-05,0,purchase
d36357b6-6f81-4f4f-b701-f7bb7bc67e1f,235,4812.88,2023-03-19,1,purchase
da09dfa0-5282-4d80-84b5-91f797ac6aa8,694,4535.94,2022-09-12,1,cash withdrawal
4767d76c-162f-4a24-af43-613cd4aac9a3,964,4870.59,2023-05-17,1,purchase
76f72255-c01f-46bf-be6d-d58b7367c28d,385,4385.71,2023-01-16,0,cash withdrawal
561e16d1-6105-416b-ab0e-664e9c3eb2d5,697,1991.09,2022-06-20,1,refund
2e8d0e87-5334-40e6-99d8-0b8d7e8adee7,9,1042.15,2022-12-15,1,cash withdrawal
4223623b-cc3e-4dde-9ad5-cf06364d7c87,560,9194.55,2022-10-19,0,purchase
b380c73a-989d-4d4a-a15c-a6664797b2c9,256,8399.56,2023-05-16,1,cash withdrawal
8441aefd-0299-436a-8e48-522346b98991,991,5924.0,2022-08-22,1,refund
680bac63-b856-4035-bdc9-829015eabb27,728,915.21,2022-12-15,0,cash withdrawal
b0cbc61f-3d85-4e89-8217-14298e200724,721,394.03,2022-12-10,0,refund
72bb912d-7da6-4785-b63b-4dc3a559e463,358,2496.6,2023-04-12,1,cash withdrawal
38ba8abc-4b53-45e5-97d2-582e046a0df5,314,9277.68,2022-11-13,1,cash withdrawal
a9f948b2-4e63-44bb-be49-3f43b118f68d,5,2133.42,2023-01-20,1,purchase
87ea7ff5-8db0-4746-b927-99735e781fd7,457,2240.09,2022-10-20,0,refund
8ce6424d-bef5-4fe6-bf23-3d5f6cedd15d,799,9156.55,2022-10-15,1,refund
455ac762-7428-4656-b3ee-4d3b5a104129,640,5409.34,2022-10-06,0,purchase
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,559,3894.6,2022-08-22,1,cash withdrawal
892e6161-be2d-440a-9e9b-23bc50c7c006,868,4324.6,2023-04-01,1,cash withdrawal
3764fbda-3108-4448-af65-fafab0ae8f08,178,5842.36,2023-03-22,0,refund
96ef2ad6-b97e-4703-86c8-adfe7bf47042,818,765.75,2023-03-31,0,cash withdrawal
fb02bebb-4872-4a4d-98c7-472a864e9a13,768,3196.14,2022-07-18,0,refund
3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,441,7969.21,2022-10-27,1,refund
b540b30e-039f-4a25-8d61-68bd2defe193,659,3191.33,2023-01-02,0,refund
f96b648a-0ba6-4ab9-8639-447b2067bdac,952,8865.82,2022-06-30,0,cash withdrawal
f1afdb65-b289-4224-8ac9-778d8da8eee4,471,4781.8,2022-07-28,0,purchase
7daa39f0-c0b6-4ce2-9e53-790aa34b6cf6,910,6469.33,2022-07-18,1,cash withdrawal
48ca7651-92f5-4f7b-8323-d342df6a8f93,340,576.35,2022-12-08,0,refund
2f32751e-5738-411d-b0c2-903f7a8d03aa,835,916.42,2022-06-28,0,cash withdrawal
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,178,2043.55,2022-07-23,0,purchase
7de31a51-6694-4343-90ba-58e3d2762bdc,993,5541.76,2022-07-07,0,cash withdrawal
0db95301-afbb-411a-a123-5a8c93b7a886,162,7901.74,2022-08-06,1,cash withdrawal
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,474,3585.84,2022-10-04,1,purchase
1e52d770-3f89-4142-be71-6b1415ce6a66,490,1664.04,2023-01-11,1,refund
989bc4da-9b37-422b-aa8a-616fc3b290d0,255,3557.78,2023-04-12,0,cash withdrawal
85c7504b-c693-4a11-b9c6-a1ca9e50aa42,91,8361.49,2022-11-03,1,purchase
4c1f55ab-7156-49ee-a893-be3d7354ea6f,290,8012.53,2023-05-09,0,cash withdrawal
4e2d6645-6dc7-4ac7-bd72-b05096a9954f,869,5125.03,2023-01-15,1,cash withdrawal
f5c9b047-9c10-4572-8f6b-40d09efba58b,528,3701.94,2023-03-23,1,purchase
3531968d-c342-4d2b-b295-456e19675f06,514,1581.42,2023-02-06,1,purchase
14c8b3b4-a911-4192-83bf-d9313605bf54,28,6526.52,2022-08-08,0,cash withdrawal
1337739e-8d4f-4d27-ac7f-0b793d67cde9,119,9782.24,2022-08-08,1,refund
b07aa066-7354-45ea-a894-9b8d00af5b3a,652,3545.1,2023-01-25,1,cash withdrawal
3b4206c5-085b-45fb-8a8f-f810784c2f29,78,5399.01,2022-09-28,0,refund
dc0f2fcf-b3f6-4e0d-8860-3b32b4fb0eb9,90,2966.02,2022-12-02,1,purchase
ec856f37-3bc1-4987-aff8-754d1238d630,309,7743.62,2022-09-19,1,purchase
96fc734d-a003-4d28-8a8f-3653c9af18f8,477,6424.52,2023-02-20,0,refund
6cd5e859-32a4-47b2-af04-e57dcdccc33a,931,7755.08,2022-07-23,0,purchase
26242b40-a5cb-43a2-b98d-1ca68b6870b5,872,2160.08,2023-05-27,1,cash withdrawal
1247ea4e-2469-48e8-939e-198b44007d5a,942,4466.2,2022-07-02,1,purchase
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,997,1276.25,2023-03-26,0,refund
49e2623d-ebd3-4616-91b7-8d8ed3016989,802,1447.39,2022-11-26,0,cash withdrawal
4dd8eb85-b04d-4376-b7fc-97031fd5a423,915,1296.11,2023-03-07,0,refund
801ef1da-45b1-4d25-b153-3ae8670acc5c,347,8738.25,2023-01-04,0,cash withdrawal
9918ee46-1497-4658-b010-f7197e695d0d,826,9858.74,2022-06-24,1,cash withdrawal
5283aac7-bc0a-4a5d-ae99-6e3ee3b137fc,22,6704.06,2023-01-29,0,refund
3a9aca5e-1761-42ed-869f-14f140181c6e,754,297.9,2023-02-25,1,refund
964db03f-9340-4fad-9c4a-d56bd6016237,648,8946.22,2022-06-17,1,refund
